username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Chinmayi;2015-12-03 07:15;137;43;"Guys verified info - if you are near Gandhi Mandapam please help people standed there. At least 300 of them.";None;;;"672434046933209088";https://twitter.com/Chinmayi/status/672434046933209088
Chinmayi;2015-12-03 07:00;120;123;"Huge shout out to all Hyderabad actors collecting aid for Chennai.";None;;;"672430130011049985";https://twitter.com/Chinmayi/status/672430130011049985
Chinmayi;2015-12-03 06:55;97;80;"Please keep Chennai in your prayers. Wishing the rain stops.";None;;;"672429070081069056";https://twitter.com/Chinmayi/status/672429070081069056
Chinmayi;2015-12-03 06:43;34;43;"Huge thanks to @ haritirumalai who tweeted from my account for a while when there was no network. He called from Sweden for my tweets.";None;@;;"672426046390583296";https://twitter.com/Chinmayi/status/672426046390583296
Chinmayi;2015-12-03 06:40;115;86;"Thank you, Langars, Marwari and Gujarati communities who have been super proactive with distributing food. Jain Temple has been a hub.";None;;;"672425147370893314";https://twitter.com/Chinmayi/status/672425147370893314
Chinmayi;2015-12-03 06:38;134;50;"Update: everyone in Central Station has received food. It is in excess.";None;;;"672424797662404608";https://twitter.com/Chinmayi/status/672424797662404608
Chinmayi;2015-12-03 06:25;35;22;"Guys looking to donate money to help immediate relief the previous tweet has the info.";None;;;"672421364293230592";https://twitter.com/Chinmayi/status/672421364293230592
Chinmayi;2015-12-03 06:13;557;300;"# ChennaiMicroFund contribution Account Name: V Trust A/C Number: 533102010503421 Union Bank of India IFSC : UBIN0553310 # SiddharthRJBalaji";None;;;"672418352778711043";https://twitter.com/Chinmayi/status/672418352778711043
Chinmayi;2015-12-03 05:47;56;41;"We couldnt reach Girls hostel in Nandanam as only boats could go. Heard food has been arranged. Team is making arrangements for help tmrw";None;;;"672411774050680832";https://twitter.com/Chinmayi/status/672411774050680832
Chinmayi;2015-12-03 05:23;99;31;"Will be a great help if those who have transport can reach blankets UHT milk WATER and food to Big FM office, Dominos building Nungambakam";None;;;"672405758139478016";https://twitter.com/Chinmayi/status/672405758139478016
Chinmayi;2015-12-03 05:10;84;20;"We are trying to reach the girls hostel at Canal Bank Road. Water level too high. Is there a number?";None;;;"672402450670686208";https://twitter.com/Chinmayi/status/672402450670686208
Chinmayi;2015-12-03 05:05;107;30;"Sangeeta Restnt: 500 food-pkts. Willing for 1500 food-pkts more. ATMs not working. Can someone reach MD/owner + kindly do a wire-transfer?";None;;;"672401342896435200";https://twitter.com/Chinmayi/status/672401342896435200
Chinmayi;2015-12-03 04:56;136;43;"If anyone has food-packets, blankets, any-relief material for distribution, please reach in front of Dominos Pizza building, BigFM office.";None;;;"672399061731950592";https://twitter.com/Chinmayi/status/672399061731950592
Chinmayi;2015-12-03 04:44;211;100;"Emergency : SMS NDRF via 9445190150 Food for 15k : 24×7 Any area around chennai Kavi-9600610094 Jeeva-9791458845pic.twitter.com/8vzFnswdF1";None;;;"672396029317222400";https://twitter.com/Chinmayi/status/672396029317222400
Chinmayi;2015-12-03 03:26;43;20;"Anna Adarsh School has attention now ..https://twitter.com/krishashok/status/672375385598771201 …";None;;;"672376261730287616";https://twitter.com/Chinmayi/status/672376261730287616
Chinmayi;2015-12-03 03:16;32;9;"Does anyone have word about Cap C B Menon and Jayashree Menon? They are said to have been evacuated to the Military Hospital at Defence clny";None;;;"672373864861536256";https://twitter.com/Chinmayi/status/672373864861536256
Chinmayi;2015-12-03 01:58;136;29;"If you have food made (at least 100 parcels) around Alwarpet Mylapore Royapettah Nungambakkam call 9884292678 we ll pick it up from you";None;;;"672354119244353536";https://twitter.com/Chinmayi/status/672354119244353536
Chinmayi;2015-12-03 01:50;28;9;"cc @ dhanyarajendran @ RJ_Balaji https://twitter.com/nandini_priya/status/672351892643573760 …";None;@ @;;"672352238787026944";https://twitter.com/Chinmayi/status/672352238787026944
Chinmayi;2015-12-03 01:45;45;25;"Thirumalai Pillai Road T Nagar a while ago.pic.twitter.com/SGK8cdYert";None;;;"672350968059584513";https://twitter.com/Chinmayi/status/672350968059584513
Chinmayi;2015-12-03 01:38;73;29;"Update required. Whats the status on people at Anna Adarsh. We are unable to reach anyone. Pls call 9884292678";None;;;"672349292976148480";https://twitter.com/Chinmayi/status/672349292976148480
Chinmayi;2015-12-03 01:31;91;31;"Tweet from RJBalaji- We are in Big FM. Come with your contributions ASAP. Food water Blanket mats. Big FM office opposite Palm Grove Hotel";None;;;"672347289352974336";https://twitter.com/Chinmayi/status/672347289352974336
Chinmayi;2015-12-03 01:27;111;101;"People cooking for hundreds and thousands and others driving out. This is Chennai.";None;;;"672346288566833152";https://twitter.com/Chinmayi/status/672346288566833152
Chinmayi;2015-12-03 01:25;100;69;"Chennai is surviving because of several people. Volunteering on roads diverting traffic from potholes, people accommodating friends";None;;;"672345811800293377";https://twitter.com/Chinmayi/status/672345811800293377
Chinmayi;2015-12-03 01:20;27;14;"Can anyone update on the status at Anna Adarsh?";None;;;"672344752143003648";https://twitter.com/Chinmayi/status/672344752143003648
Chinmayi;2015-12-03 00:46;60;31;"Little flower convent has food. Aid has reached.";None;;;"672335979475152896";https://twitter.com/Chinmayi/status/672335979475152896
Chinmayi;2015-12-03 00:45;103;29;"T Nagar - people needed for cooking food. Call 9962585858";None;;;"672335920893267968";https://twitter.com/Chinmayi/status/672335920893267968
Chinmayi;2015-12-03 00:14;49;14;"Customs,C.excise staff at Mugappair Revenue Quarters stranded. unable to reach them Food & water.";None;;;"672328060306264064";https://twitter.com/Chinmayi/status/672328060306264064
Chinmayi;2015-12-02 23:34;64;118;"Sun is out. At least for a while. Thank god";None;;;"672317856869056512";https://twitter.com/Chinmayi/status/672317856869056512
Chinmayi;2015-12-02 23:07;98;55;"The Parthasarthy temple pond is still at a reasonable level. Like it usually is. Town Planning of a different era.";None;;;"672311136432230401";https://twitter.com/Chinmayi/status/672311136432230401
Chinmayi;2015-12-02 23:06;104;44;"Roads around Triplicane temple are stone dry. Someone looking at this place wouldnt believe that state Chennai is in.";None;;;"672310972795621376";https://twitter.com/Chinmayi/status/672310972795621376
Chinmayi;2015-12-02 23:02;258;134;"No crocodiles are missing. They are all secure. Please dont spread the rumour.";None;;;"672309933824544769";https://twitter.com/Chinmayi/status/672309933824544769
Chinmayi;2015-12-02 22:54;55;26;"People in KK Nagar, if you have connectivity kindly updat";None;;;"672307911968710656";https://twitter.com/Chinmayi/status/672307911968710656
Chinmayi;2015-12-02 22:38;176;62;"Loyola college - the food will be reached to them. Please pass the message.";None;;;"672303961622249472";https://twitter.com/Chinmayi/status/672303961622249472
Chinmayi;2015-12-02 22:29;236;62;"9380395495 rescue number for Velachery";None;;;"672301685625085952";https://twitter.com/Chinmayi/status/672301685625085952
Chinmayi;2015-12-02 22:18;183;35;"40 kids in Kodambakkam need food 9840398777";None;;;"672298812136816641";https://twitter.com/Chinmayi/status/672298812136816641
Chinmayi;2015-12-02 22:07;94;48;"Uber will transport Food supplies. Call the service.";None;;;"672296122988101633";https://twitter.com/Chinmayi/status/672296122988101633
Chinmayi;2015-12-02 22:01;179;58;"Velachery 80 yr old couple stranded in ) ft water and no power. They need boat rescue.";None;;;"672294488715358208";https://twitter.com/Chinmayi/status/672294488715358208
Chinmayi;2015-12-02 21:28;113;67;"North Madras in terrible state. Locals are helping there a lot more than we know. Puzhal and surrounding areas have no connectivity.";None;;;"672286283369070592";https://twitter.com/Chinmayi/status/672286283369070592
Chinmayi;2015-12-02 20:30;28;31;"They have apparently done this overnight to prevent localized flooding. Hopefully this should help things get better.";None;;;"672271634640715776";https://twitter.com/Chinmayi/status/672271634640715776
Chinmayi;2015-12-02 20:13;54;37;"Connectivity is real bad. River said to have breached and all roads flooded with water from Kotturpuram.";None;;;"672267344631095296";https://twitter.com/Chinmayi/status/672267344631095296
Chinmayi;2015-12-02 10:50;29;54;"Sorry. Found something to smile at at the end of a tough day. Anyway someone somewhere saved a fawn.";None;;;"672125647704068096";https://twitter.com/Chinmayi/status/672125647704068096
Chinmayi;2015-12-02 10:27;98;48;"Chennai Airport will be shut till the 6th. Plan accordingly.";None;;;"672120012379820032";https://twitter.com/Chinmayi/status/672120012379820032
Chinmayi;2015-12-02 10:26;100;73;"OMTiredGod. Leave Hindu Muslim alone. No one is even thinking of religion!!https://twitter.com/sagarikaghose/status/672054986151342080 …";None;;;"672119701128916992";https://twitter.com/Chinmayi/status/672119701128916992
Chinmayi;2015-12-02 10:19;71;57;"Tried reaching home to find this. Hip deep water right outside our apartment. Parking flooded.pic.twitter.com/qPe2Zc4slf";None;;;"672117881782439937";https://twitter.com/Chinmayi/status/672117881782439937
Chinmayi;2015-12-02 10:11;61;47;"No rains now thankfully but flooding is bad. Waters more than 10ft in several areas.";None;;;"672115984459825152";https://twitter.com/Chinmayi/status/672115984459825152
Chinmayi;2015-12-02 10:10;75;44;"This is the scene right now outside Citi Centre Radhakrishnan Salai.pic.twitter.com/fOnSmUfasS";None;;;"672115739424239616";https://twitter.com/Chinmayi/status/672115739424239616
Chinmayi;2015-12-02 10:09;76;94;"We just finished distributing food water and some clothes. Cant stress enough. Safe drinking water is more important.";None;;;"672115490525851649";https://twitter.com/Chinmayi/status/672115490525851649
Chinmayi;2015-12-02 09:58;52;39;"Waters no where close to receding. Hoping and praying there wont be a disease outbreak.";None;;;"672112578684825602";https://twitter.com/Chinmayi/status/672112578684825602
Chinmayi;2015-12-02 09:55;73;44;"Ashok Nagar is in a pathetic state. Scary.";None;;;"672111895348822017";https://twitter.com/Chinmayi/status/672111895348822017
Chinmayi;2015-12-02 09:20;70;73;"Ppl the food has been distributed.. Thanks for the responses.. Wish we could reach out to everyone";None;;;"672102993819385857";https://twitter.com/Chinmayi/status/672102993819385857
Chinmayi;2015-12-02 09:01;186;99;"We collected food for 2-3 people and have enough for 70 people. Near Nungambakkam. Know anyone who needs?";None;;;"672098348464103424";https://twitter.com/Chinmayi/status/672098348464103424
Chinmayi;2015-12-02 08:36;131;46;"People around Cuddalore please help. Situation there is apparently worse.";None;;;"672091872538464256";https://twitter.com/Chinmayi/status/672091872538464256
Chinmayi;2015-12-02 07:25;49;54;"Mosquitoes abound due to stagnant water. Pls protect yourself.";None;;;"672074201872789504";https://twitter.com/Chinmayi/status/672074201872789504
Chinmayi;2015-12-02 06:48;28;24;"Have never seen the Adyar river in spate. And I hope I never do. Riverways through the city have swelled.";None;;;"672064679133339648";https://twitter.com/Chinmayi/status/672064679133339648
Chinmayi;2015-12-02 06:46;77;43;"Mosquito repellents are also required. Please add that in your donation bags";None;;;"672064340200042497";https://twitter.com/Chinmayi/status/672064340200042497
Chinmayi;2015-12-02 06:41;93;30;"If electric lines are severed in your area call 1077";None;;;"672063138234130432";https://twitter.com/Chinmayi/status/672063138234130432
Chinmayi;2015-12-02 06:41;102;39;"Repeating - please dont donate money to individuals you dont know personally. Dont get swindled. Donate to the Govt Relief Fund";None;;;"672062997955653634";https://twitter.com/Chinmayi/status/672062997955653634
Chinmayi;2015-12-02 06:39;62;31;"Cuddalore is in worse shape. Not sure how things are there.";None;;;"672062502402834434";https://twitter.com/Chinmayi/status/672062502402834434
Chinmayi;2015-12-02 06:38;63;35;"No rains in several areas in Chennai since 5PM. Safe drinking water, food in short supply. Most areas have had no electricity.";None;;;"672062175867879425";https://twitter.com/Chinmayi/status/672062175867879425
Chinmayi;2015-12-02 06:36;0;0;"@suraj_apj no problem";None;@suraj_apj;;"672061775861317632";https://twitter.com/Chinmayi/status/672061775861317632
Chinmayi;2015-12-02 06:31;24;25;"Check for tweets mentioning areas near you. See if you can help by even confirming safety of people to worried family members";None;;;"672060555557920768";https://twitter.com/Chinmayi/status/672060555557920768
Chinmayi;2015-12-02 06:31;41;35;"Please check on your neighbours. If you have posted addresses/names of people who are now safe, please delete for their safety.";None;;;"672060504320311296";https://twitter.com/Chinmayi/status/672060504320311296
Chinmayi;2015-12-02 05:54;58;120;"No rains for a while in Chennai now";None;;;"672051179711401984";https://twitter.com/Chinmayi/status/672051179711401984
Chinmayi;2015-12-02 05:45;45;32;"Please check my RTs for boat services. Just saw one go being taken in a vehicle via Greenways road.";None;;;"672048827692482560";https://twitter.com/Chinmayi/status/672048827692482560
Chinmayi;2015-12-02 05:36;49;11;"https://twitter.com/achu17/status/672031525647482880 …";None;;;"672046717785661440";https://twitter.com/Chinmayi/status/672046717785661440
Chinmayi;2015-12-02 05:36;31;16;"https://twitter.com/achu17/status/672027472410488832 …";None;;;"672046656393646082";https://twitter.com/Chinmayi/status/672046656393646082
Chinmayi;2015-12-02 05:06;36;15;"https://twitter.com/achu17/status/672037334511058945 …";None;;;"672039020629614592";https://twitter.com/Chinmayi/status/672039020629614592
Chinmayi;2015-12-02 04:58;40;32;"Some people asked for boats to help people out of homes. Something that was a joke last week is a dire necessity now.";None;;;"672037154604761088";https://twitter.com/Chinmayi/status/672037154604761088
Chinmayi;2015-12-02 04:49;26;19;"Spotted NDRP near Anna University. Praying that there wont be rains tonight.";None;;;"672034740069797888";https://twitter.com/Chinmayi/status/672034740069797888
Chinmayi;2015-12-02 04:48;31;46;"Photos of some volunteers at Anna Gem a while ago.pic.twitter.com/2Qkvml4GNe";None;;;"672034563942551552";https://twitter.com/Chinmayi/status/672034563942551552
Chinmayi;2015-12-02 04:46;60;30;"Everyone who has RO systems/electricity at home, please distribute safe drinking water.";None;;;"672034030829760512";https://twitter.com/Chinmayi/status/672034030829760512
Chinmayi;2015-12-02 04:38;125;94;"People going out to distribute food please remember to take safe drinking water. Most of us have skipped that. Water equally important.";None;;;"672032007652638720";https://twitter.com/Chinmayi/status/672032007652638720
Chinmayi;2015-12-02 03:53;59;35;"Losing connectivity every now and then. If you can check my mentions tab and RT those asking for help it would be great.";None;;;"672020756318982144";https://twitter.com/Chinmayi/status/672020756318982144
Chinmayi;2015-12-02 03:50;71;60;"People willing to donate money, please hang on to your purses. Money is not paramount now.";None;;;"672019900269924352";https://twitter.com/Chinmayi/status/672019900269924352
Chinmayi;2015-12-02 03:46;93;26;"If anyone is in Nandambakkam please helppic.twitter.com/JFc9XfyNpc";None;;;"672018980811309056";https://twitter.com/Chinmayi/status/672018980811309056
Chinmayi;2015-12-02 03:33;58;35;"If anyone is in Nesapakkam please get in touch with @ GitanjaliSelva";None;@;;"672015645404368896";https://twitter.com/Chinmayi/status/672015645404368896
Chinmayi;2015-12-02 03:32;78;51;"Avoid eating raw foods and meat. Cooked food is best. Lots of food poisoning due to raw foods.";None;;;"672015460066398208";https://twitter.com/Chinmayi/status/672015460066398208
Chinmayi;2015-12-02 01:28;53;36;"Guys follow @ sandygrains and coordinate to volunteer. Volunteers needed for verifying numbers making distress calls.";None;@;;"671984348392898560";https://twitter.com/Chinmayi/status/671984348392898560
Chinmayi;2015-12-02 01:20;172;41;"Please contact 9791021501/8870000339 if anyone want to help the needy by supplying food or clothes.";None;;;"671982181992960000";https://twitter.com/Chinmayi/status/671982181992960000
Chinmayi;2015-12-02 01:18;68;41;"Super grateful to @ GitanjaliSelva for giving her Innova that we are now using. If you have SUV type vehicles pls volunteer to help.";None;@;;"671981867478835201";https://twitter.com/Chinmayi/status/671981867478835201
Chinmayi;2015-12-02 00:29;100;34;"Friend is using a minivan to pick up and drop food adyar besant nagar and ECR. If you have food supply to pick up tweet to @ iabhishekdshah";None;@;;"671969517510135808";https://twitter.com/Chinmayi/status/671969517510135808
Chinmayi;2015-12-02 00:20;260;130;"If you know families around Mylapore, Royapettah that need food, let us know. Me, husband and brothers ready to help.";None;;;"671967187070902272";https://twitter.com/Chinmayi/status/671967187070902272
Chinmayi;2015-12-02 00:12;47;59;"Guys. Apologise that I am unable to recharge some numbers. PayTM has crossed max number of transactions for today";None;;;"671965095618961408";https://twitter.com/Chinmayi/status/671965095618961408
Chinmayi;2015-12-01 22:57;0;0;"@suraj_apj done";None;@suraj_apj;;"671946170743197696";https://twitter.com/Chinmayi/status/671946170743197696
Chinmayi;2015-12-01 22:37;194;70;"Everyone outside of Chennai willing to help please order groceries online and enter delivery address as mentioned.https://twitter.com/RJ_Balaji/status/671917058192310272 …";None;;;"671941237117616129";https://twitter.com/Chinmayi/status/671941237117616129
Chinmayi;2015-12-01 22:35;26;21;"Urapakkam seems to be one of the worst hit areas. Really really sad.";None;;;"671940856253800448";https://twitter.com/Chinmayi/status/671940856253800448
Chinmayi;2015-12-01 22:18;31;25;"Another BIL just came home from Choolaimedu to Alwarpet. Said roads have no water and no water logging.";None;;;"671936473734639616";https://twitter.com/Chinmayi/status/671936473734639616
Chinmayi;2015-12-01 22:01;42;36;"Those wanting to donate money please contribute directly into the CMs relief fund or just help your own friends or family. 1/2";None;;;"671932257746092033";https://twitter.com/Chinmayi/status/671932257746092033
Chinmayi;2015-12-01 21:38;49;23;"One of bros in law is out distributing food for the needy near Mylapore @ sriramvasu";None;@;;"671926494038388737";https://twitter.com/Chinmayi/status/671926494038388737
Chinmayi;2015-12-01 21:36;135;65;"Repost - if you are stuck in the rains and need to top up balance for emergency please tweet me your number. Will help.";None;;;"671925834920300544";https://twitter.com/Chinmayi/status/671925834920300544
Chinmayi;2015-12-01 13:11;28;41;"For those of us who curse nature huge lesson perhaps. Stay safe. Wishing the sun will smile. Remember these rains next summer.";None;;;"671798924433207297";https://twitter.com/Chinmayi/status/671798924433207297
Chinmayi;2015-12-01 13:08;20;31;"Airtel/Aircel/Vodafone sites down for online recharge. Husband’s PayTM app helped. Maybe I should get it too.";None;;;"671798155868934144";https://twitter.com/Chinmayi/status/671798155868934144
Chinmayi;2015-12-01 13:06;27;53;"Recharged some numbers. Not going to get into debate if they’re genuinely stuck in the floods. Will leave it their conscience.";None;;;"671797618733780992";https://twitter.com/Chinmayi/status/671797618733780992
Chinmayi;2015-12-01 12:37;13;18;"Airtel tells me online recharge wont be up till 2/12/2015. Seriously WTH!!";None;;;"671790238365192193";https://twitter.com/Chinmayi/status/671790238365192193
Chinmayi;2015-12-01 12:34;16;17;"Only if you are in dire need. Use your own discretion.https://twitter.com/Chinmayi/status/671788745582972928 …";None;;;"671789403048534017";https://twitter.com/Chinmayi/status/671789403048534017
Chinmayi;2015-12-01 12:31;203;131;"Willing to recharge numbers of those who are running low on balance (as long as we have backup power at home) pls tweet network / number.";None;;;"671788745582972928";https://twitter.com/Chinmayi/status/671788745582972928
Chinmayi;2015-12-01 11:46;88;57;"While Arnab debates the National Anthem issue and NDTV talks about a political party Chennai is facing a natural calamity.";None;;;"671777494182137856";https://twitter.com/Chinmayi/status/671777494182137856
Chinmayi;2015-12-01 10:46;25;10;"https://twitter.com/sandygrains/status/671754768679849984 …";None;;;"671762379340812288";https://twitter.com/Chinmayi/status/671762379340812288
Chinmayi;2015-12-01 10:41;28;43;"Please feel free to mute my tweets. Going to be RT ing info with regard to help.";None;;;"671761160887119873";https://twitter.com/Chinmayi/status/671761160887119873
Chinmayi;2015-12-01 10:32;85;59;"TimesNow, NewsX, IBN seriously, CHINNNAAAI is in India. Sharing information about emergency numbers will help.";None;;;"671758762076585984";https://twitter.com/Chinmayi/status/671758762076585984
Chinmayi;2015-12-01 10:28;9;11;"Yeah ok. “ @ rishi_thala: @ chinmayi podi loosu”";None;@ @;;"671757807587213312";https://twitter.com/Chinmayi/status/671757807587213312
Chinmayi;2015-12-01 10:28;13;30;"Rains are said to continue for 4 more days. Cant take this. Mercy oh God.";None;;;"671757672107008000";https://twitter.com/Chinmayi/status/671757672107008000
Chinmayi;2015-12-01 10:25;69;35;"Also please delete tweets if help has reached you. It will prevent unnecessary RTs for those who have been reached.";None;;;"671756948438573056";https://twitter.com/Chinmayi/status/671756948438573056
Chinmayi;2015-12-01 10:21;58;40;"Guys those tweeting for help, if you know help has reached those unconcerned, share that too so that help can reach others who need.";None;;;"671755964454866944";https://twitter.com/Chinmayi/status/671755964454866944
Chinmayi;2015-12-01 10:08;130;19;"Urgent. Someone help this family.https://twitter.com/kuttyaswin47/status/671746380910608384 …";None;;;"671752655971061760";https://twitter.com/Chinmayi/status/671752655971061760
Chinmayi;2015-12-01 09:57;11;10;"This what Chennai is going through. Rains said to become worse.https://twitter.com/beastoftraal/status/671634625316282368 …";None;;;"671749984560144384";https://twitter.com/Chinmayi/status/671749984560144384
Chinmayi;2015-12-01 07:37;60;79;"Hearing the Army is now in action. The men that give help and hope when disaster strikes.";None;;;"671714775261294592";https://twitter.com/Chinmayi/status/671714775261294592
Chinmayi;2015-12-01 07:03;58;61;"People in Chennai helping each other out. The civic bodies have a disaster on their hands. Going to take a long time for normalcy to return";None;;;"671706257372274689";https://twitter.com/Chinmayi/status/671706257372274689
Chinmayi;2015-12-01 06:25;12;29;"Our security guard called me to tell me not to come and that our parking area is flooded. Sigh.";None;;;"671696744221007872";https://twitter.com/Chinmayi/status/671696744221007872
Chinmayi;2015-12-01 05:54;4;23;"I’d too love to put up the casteist tweets on Billboards with their photograph name and address. Would be such fun. Need to dig from 2012";None;;;"671688799840178183";https://twitter.com/Chinmayi/status/671688799840178183
Chinmayi;2015-12-01 05:52;16;41;"Being considerate is most important. Especially to those who are still working as our security. Take care of them while they take care of us";None;;;"671688297769406464";https://twitter.com/Chinmayi/status/671688297769406464
Chinmayi;2015-12-01 05:48;38;54;"Really worried for the less comfortable people in Chennai and around. We are not prepared for this sort of a calamity.";None;;;"671687266989793280";https://twitter.com/Chinmayi/status/671687266989793280
Chinmayi;2015-12-01 04:31;4;23;"Here is @ 23_rahulr ‘s opinion of Tamashahttps://twitter.com/23_rahulr/status/671664576644194305 …";None;@;;"671667878983131136";https://twitter.com/Chinmayi/status/671667878983131136
